Date,Nasdaq,SSE,LSE,Nikkei225,Dow Jones,Nifty50
2010-11-16 00:00:00,0.114691656,0.033782532,-1.081684159,0.057036441,1.498354341,0.085878647
2010-11-17 00:00:00,1.267209093,-0.022530682,2.584991849,1.616641246,0.207101234,-0.008004602
2010-11-18 00:00:00,0.028250072,0.527658927,0.569610822,0.008992463,-1.496120805,-1.684286349
2010-11-19 00:00:00,0.375035241,-0.090900449,-0.262308111,0.680076641,-0.11617545,1.966606888
2010-11-22 00:00:00,-1.25700131,0.363494114,-0.293483521,-0.701627491,0.282407299,-1.204101659
2010-11-23 00:00:00,1.616977552,0.476888296,1.236378441,-0.005932082,1.220272443,-1.125945624
2010-11-24 00:00:00,-0.372514106,-0.77165768,1.907978222,0.332118016,-1.282676609,-1.093111827
2010-11-25 00:00:00,0.003592276,-1.03548391,-1.063064113,-0.367056983,0.01767397,-0.827221307
2010-11-26 00:00:00,-0.398351636,0.833991036,-0.197850604,0.627211595,0.850812304,1.266721422
2010-11-29 00:00:00,-0.952671513,2.486091777,-1.130709726,-1.458725922,0.404977753,0.466759393
2010-11-30 00:00:00,1.72714523,0.053963275,0.479836245,0.346795795,0.463592209,1.594294262
2010-12-01 00:00:00,0.925527925,-0.467795632,2.429836983,1.406269668,-2.219492622,0.755826622
2010-12-02 00:00:00,0.303419757,-0.408660829,-0.615082679,0.015979267,-0.855139174,-0.366718735
2010-12-03 00:00:00,0.016052045,-0.176909707,-0.316023235,-0.144155294,-0.090767994,-0.082985732
2010-12-06 00:00:00,0.019483941,-0.368089459,0.80408357,-0.258422343,0.237908754,-0.318515393
2010-12-07 00:00:00,0.252553791,-0.554727939,-0.561661947,0.658664571,0.099402182,-1.175163046
2010-12-08 00:00:00,0.147139686,-0.737603816,1.411265079,0.354817728,-0.037165966,-2.12065717
2010-12-09 00:00:00,0.590354185,-0.654294198,-0.44915793,-0.609644431,0.094326814,1.49138482
2010-12-10 00:00:00,-0.487252415,-0.5917598,-0.225304367,0.579748593,-0.265859856,0.762350288
2010-12-13 00:00:00,-0.006256955,-1.435426798,-0.040807033,0.115123351,-0.077953611,0.52205412
2010-12-14 00:00:00,-0.423456036,-1.328667188,-0.165549992,-0.11218081,-0.330101792,-0.86925454
2010-12-15 00:00:00,0.563914465,0.4974481,-0.933524266,-0.048011082,0.229856712,0.861936484
2010-12-16 00:00:00,0.084736355,0.176615864,2.384821567,-0.115754608,-0.276163881,-0.101248795
2010-12-17 00:00:00,0.114294093,-0.022530682,0.949552531,-0.707109612,0.13433162,-0.008004602
2010-12-20 00:00:00,0.487973003,1.443748261,-0.044579205,1.15843817,0.18679554,0.804959889
2010-12-21 00:00:00,0.025810124,1.290448489,0.701864602,-0.239110296,-0.388610369,-0.326622112
2010-12-22 00:00:00,-0.277669323,-0.419669708,-0.192437855,-0.558057204,-0.143822893,-0.143417823
2010-12-23 00:00:00,-0.043579076,-0.463365446,-0.732310946,-0.005932082,-0.040846514,0.434849
2010-12-24 00:00:00,0.003592276,0.362062204,0.178308873,0.535023967,0.01767397,-0.283944513
2010-12-29 00:00:00,-0.218622347,0.444468346,-0.277105877,-0.908131136,-0.006386927,0.589099872
2010-12-30 00:00:00,-0.40735343,0.123401689,-0.385897559,1.27899738,0.201102804,0.441382275
2010-12-31 00:00:00,1.181890169,-1.011678003,0.815185438,-0.005932082,0.010356559,0.28645997
2011-01-04 00:00:00,0.576028645,0.009646639,0.946103965,-0.188805504,-0.092545638,-1.055876086
2011-01-05 00:00:00,0.144360979,1.494032269,-0.047719235,1.097819929,-0.185336563,-0.553234866
2011-01-06 00:00:00,-0.300445629,-2.119232916,1.333884768,0.02441364,0.278089509,-2.163558748
2011-01-07 00:00:00,0.047984997,1.128621529,-1.426255383,-0.282242158,0.254551343,-2.185033997
2011-01-10 00:00:00,0.186220601,-0.605149375,3.175397636,-0.005932082,0.371437381,-0.21649815
2011-01-11 00:00:00,0.552410595,-0.573887805,-0.83220182,-0.043694357,-0.20921359,1.825096689
2011-01-12 00:00:00,-0.157894757,0.922643443,-0.775642498,0.522833084,-0.622903622,-1.761383323
2011-01-13 00:00:00,0.532159807,1.202696803,0.040545309,-0.713297154,0.261470536,-1.584853244
2011-01-14 00:00:00,0.228674877,0.045860536,-0.19056654,-0.031020578,-0.382184568,-0.071001686
2011-01-17 00:00:00,0.003592276,1.104351178,-0.737295548,0.060864137,0.01767397,1.132582017
2011-01-18 00:00:00,-1.256905504,0.179643673,-0.813971318,0.226252982,-0.338943069,-0.605300289
2011-01-19 00:00:00,-0.72128396,-0.728008401,-0.915330796,-0.920760992,0.174533218,0.27143744
2011-01-20 00:00:00,-0.540566905,1.292611317,0.346937991,-1.234632925,0.094116808,-0.320698098
